"lang"
{
	"Language"      "English"
		"DOTA_Tooltip_ability_item_upgraded_octarine_core_bonus_cast_range"	"+$cast_range"
        
        "dota_tooltip_ability_item_imba_ultimate_scepter_synth"                                         "Aghanim's Synth"
        "dota_tooltip_ability_item_imba_ultimate_scepter_synth_description"                             "<h1>Use: Aghanim's Synth</h1> Activate to consume the scepter, granting you the benefits of an Aghanim's Scepter as a permanent buff.\n\n<font color='#00FF40'>Can only be used once.</font>"
        "DOTA_Tooltip_Ability_item_recipe_imba_ultimate_scepter_synth"	                                "Aghanim's Synth Recipe"
        "dota_tooltip_modifier_item_ultimate_scepter_consumed"                                          "Aghanim's Scepter Synth"
        "dota_tooltip_modifier_item_ultimate_scepter_consumed_description"                              "Permanently granted all benefits from Aghanim's Scepter: Ultimate Upgrade, +10 to all attributes, +175 health, +175 mana"
        
        "dota_tooltip_ability_item_aluneth"                                                         "Aluneth"
        "dota_tooltip_ability_item_aluneth_description"                                             "<h1>Active: Strafe</h1> Instantly moves the hero 150 units to the right or left.<br>Maximum charges: 5\n<h1>Passive: Aethereal Focus</h1> Increases targeted spell and item cast range by %cast_range%."
        "DOTA_Tooltip_ability_item_aluneth_bonus_mana"	                                            "+$mana"
        "DOTA_Tooltip_ability_item_aluneth_mana_regen"	                                            "%+$mana_regen"
        "DOTA_Tooltip_ability_item_aluneth_bonus_int"	                                            "+$int"
        "DOTA_Tooltip_ability_item_aluneth_bonus_str"	                                            "+$str"
        "DOTA_Tooltip_ability_item_aluneth_bonus_agi"	                                            "+$agi"
        "DOTA_Tooltip_ability_item_aluneth_spell_amp"	                                            "%+$spell_amp"
        "DOTA_Tooltip_ability_item_aluneth_bonus_cdr"	                                            "%+$manacost_reduction"
        
    //###############################################################################################################################
	
//FIRE SWORD
	//1
        "DOTA_Tooltip_Ability_item_light_fire_earth"         "Fire Sword"
        "DOTA_Tooltip_Ability_item_light_fire_earth_Description"         "<h1>Passive: Fire Attack</h1>When attacking enemies, you set them on fire for %duration% sec.<br><br>Burn Damage per second: %dps%"
        "DOTA_Tooltip_Ability_item_light_fire_earth_damage"         "+$damage"
        "DOTA_Tooltip_Ability_item_light_fire_earth_armor"         "+$armor"
        "DOTA_Tooltip_Ability_item_light_fire_earth_hp"         "+$health"
        "DOTA_Tooltip_modifier_item_light_fire_earth_damage"	"Burn Attack"
        "DOTA_Tooltip_modifier_item_light_fire_earth_damage_Description"	"Deals damage once per second"
	//2	
        "DOTA_Tooltip_Ability_item_light_fire_earth_2"         "Fire Sword"
        "DOTA_Tooltip_Ability_item_light_fire_earth_2_Description"         "<h1>Passive: Fire Attack</h1>When attacking enemies, you set them on fire for %duration% sec.<br><br>Burn Damage per second: %dps%"
        "DOTA_Tooltip_Ability_item_light_fire_earth_2_damage"         "+$damage"
        "DOTA_Tooltip_Ability_item_light_fire_earth_2_armor"         "+$armor"
        "DOTA_Tooltip_Ability_item_light_fire_earth_2_hp"         "+$health"
        "DOTA_Tooltip_modifier_item_light_fire_earth_damage_2"	"Burn Attack"
        "DOTA_Tooltip_modifier_item_light_fire_earth_damage_2_Description"	"Deals damage once per second"
	//3
        "DOTA_Tooltip_Ability_item_light_fire_earth_3"         "Fire Sword"
        "DOTA_Tooltip_Ability_item_light_fire_earth_3_Description"         "<h1>Passive: Fire Attack</h1>When attacking enemies, you set them on fire for %duration% sec.<br><br>Burn Damage per second: %dps%"
        "DOTA_Tooltip_Ability_item_light_fire_earth_3_damage"         "+$damage"
        "DOTA_Tooltip_Ability_item_light_fire_earth_3_armor"         "+$armor"
        "DOTA_Tooltip_Ability_item_light_fire_earth_3_hp"         "+$health"
        "DOTA_Tooltip_modifier_item_light_fire_earth_damage_3"	"Burn Attack"
        "DOTA_Tooltip_modifier_item_light_fire_earth_damage_3_Description"	"Deals damage once per second"
 
//SPEAR OF LIFE
	//1
        "DOTA_Tooltip_Ability_item_light_life_earth"         "Spear Of Life"
        "DOTA_Tooltip_Ability_item_light_life_earth_Description"         "<h1>Active: Restore</h1>Restores %heal% health to all allies."
        "DOTA_Tooltip_Ability_item_light_life_earth_regen"         "+$hp_regen"
        "DOTA_Tooltip_Ability_item_light_life_earth_armor"         "+$armor"
        "DOTA_Tooltip_Ability_item_light_life_earth_hp"         "+$health"
	//2
        "DOTA_Tooltip_Ability_item_light_life_earth_2"         "Spear Of Life"
        "DOTA_Tooltip_Ability_item_light_life_earth_2_Description"         "<h1>Active: Restore</h1>Restores %heal% health to all allies."
        "DOTA_Tooltip_Ability_item_light_life_earth_2_regen"         "+$hp_regen"
        "DOTA_Tooltip_Ability_item_light_life_earth_2_armor"         "+$armor"
        "DOTA_Tooltip_Ability_item_light_life_earth_2_hp"         "+$health"
	//3	
        "DOTA_Tooltip_Ability_item_light_life_earth_3"         "Spear Of Life"
        "DOTA_Tooltip_Ability_item_light_life_earth_3_Description"         "<h1>Active: Restore</h1>Restores %heal% health to all allies."
        "DOTA_Tooltip_Ability_item_light_life_earth_3_regen"         "+$hp_regen"
        "DOTA_Tooltip_Ability_item_light_life_earth_3_armor"         "+$armor"
        "DOTA_Tooltip_Ability_item_light_life_earth_3_hp"         "+$health"

//EARTH SPEAR
	//1
        "DOTA_Tooltip_Ability_item_air_earth_shadow"         "Earth Spear"
        "DOTA_Tooltip_Ability_item_air_earth_shadow_Description"         "<h1>Passive: Earth Spear Aura</h1>+ %attack_speed% Attack Speed<br>+ %armor% Armor<br>Radius: %aura_radius%"
        "DOTA_Tooltip_modifier_item_air_earth_shadow_aura"         "Earth Spear Aura"
        "DOTA_Tooltip_modifier_item_air_earth_shadow_aura_Description"         "Armor increased by 3. Attack speed increased by 10."
	//2	
        "DOTA_Tooltip_Ability_item_air_earth_shadow_2"         "Earth Spear"
        "DOTA_Tooltip_Ability_item_air_earth_shadow_2_Description"         "<h1>Passive: Earth Spear Aura</h1>+ %attack_speed% Attack Speed<br>+ %armor% Armor<br>Radius: %aura_radius%"
        "DOTA_Tooltip_modifier_item_air_earth_shadow_aura_2"         "Earth Spear Aura"
        "DOTA_Tooltip_modifier_item_air_earth_shadow_aura_2_Description"         "Armor increased by 6. Attack speed increased by 20."
	//3	
        "DOTA_Tooltip_Ability_item_air_earth_shadow_3"         "Earth Spear"
        "DOTA_Tooltip_Ability_item_air_earth_shadow_3_Description"         "<h1>Passive: Earth Spear Aura</h1>+ %attack_speed% Attack Speed<br>+ %armor% Armor<br>Radius: %aura_radius%"
        "DOTA_Tooltip_modifier_item_air_earth_shadow_aura_3"         "Earth Spear Aura"
        "DOTA_Tooltip_modifier_item_air_earth_shadow_aura_3_Description"         "Armor increased by 9. Attack speed increased by 30."
		
//STONE OF VOID
	//1
        "DOTA_Tooltip_Ability_item_air_life_void"         "Stone Of Void"
        "DOTA_Tooltip_Ability_item_air_life_void_Description"         "<h1>Passive: Stone Of Void Aura</h1>+ %regen% Health Regeneration<br>+ %mana_regen%Mana Regeneration<br>+ %evasion%%% Evasion<br>Radius: %aura_radius%"
        "DOTA_Tooltip_modifier_item_air_life_void_aura"         "Stone Of Void Aura"
        "DOTA_Tooltip_modifier_item_air_life_void_aura_Description"         "Increases health regeneration by 3, mana regeneration by 1, and also gives a chance to evade attacks by 5%%"
	//2	
        "DOTA_Tooltip_Ability_item_air_life_void_2"         "Stone Of Void"
        "DOTA_Tooltip_Ability_item_air_life_void_2_Description"         "<h1>Passive: Stone Of Void Aura</h1>+ %regen% Health Regeneration<br>+ %mana_regen%Mana Regeneration<br>+ %evasion%%% Evasion<br>Radius: %aura_radius%"
        "DOTA_Tooltip_modifier_item_air_life_void_aura_2"         "Stone Of Void Aura"
        "DOTA_Tooltip_modifier_item_air_life_void_aura_2_Description"         "Increases health regeneration by 6, mana regeneration by 2, and also gives a chance to evade attacks by 10%%"
	//3	
        "DOTA_Tooltip_Ability_item_air_life_void_3"         "Stone Of Void"
        "DOTA_Tooltip_Ability_item_air_life_void_3_Description"         "<h1>Passive: Stone Of Void Aura</h1>+ %regen% Health Regeneration<br>+ %mana_regen%Mana Regeneration<br>+ %evasion%%% Evasion<br>Radius: %aura_radius%"
        "DOTA_Tooltip_modifier_item_air_life_void_aura_3"         "Stone Of Void Aura"
        "DOTA_Tooltip_modifier_item_air_life_void_aura_3_Description"         "Increases health regeneration by 9, mana regeneration by 3, and also gives a chance to evade attacks by 15%%"

//FIRE STONE
	//1
        "DOTA_Tooltip_Ability_item_air_fire_life"         "Fire Stone"
        "DOTA_Tooltip_Ability_item_air_fire_life_Description"         "<h1>Passive: Fire Stone Aura</h1>+ %regen% Health Regeneration<br>+ %damage% Damage<br>Radius: %aura_radius%"
        "DOTA_Tooltip_modifier_item_air_fire_life_aura"         "Fire Stone Aura"
        "DOTA_Tooltip_modifier_item_air_fire_life_aura_Description"         "Increases health regeneration by 4 and damage by 8"
	//2
        "DOTA_Tooltip_Ability_item_air_fire_life_2"         "Fire Stone"
        "DOTA_Tooltip_Ability_item_air_fire_life_2_Description"         "<h1>Passive: Fire Stone Aura</h1>+ %regen% Health Regeneration<br>+ %damage% Damage<br>Radius: %aura_radius%"
        "DOTA_Tooltip_modifier_item_air_fire_life_aura_2"         "Fire Stone Aura"
        "DOTA_Tooltip_modifier_item_air_fire_life_aura_2_Description"         "Increases health regeneration by 7 and damage by 16"
	//3
        "DOTA_Tooltip_Ability_item_air_fire_life_3"         "Fire Stone"
        "DOTA_Tooltip_Ability_item_air_fire_life_3_Description"         "<h1>Passive: Fire Stone Aura</h1>+ %regen% Health Regeneration<br>+ %damage% Damage<br>Radius: %aura_radius%"
        "DOTA_Tooltip_modifier_item_air_fire_life_aura_3"         "Fire Stone Aura"
        "DOTA_Tooltip_modifier_item_air_fire_life_aura_3_Description"         "Increases health regeneration by 10 and damage by 32"

//LIFE STONE
	//1
        "DOTA_Tooltip_Ability_item_light_life_ice"         "Life Stone"
        "DOTA_Tooltip_Ability_item_light_life_ice_Description"         ""
        "DOTA_Tooltip_Ability_item_light_life_ice_hp"         "+$health"
        "DOTA_Tooltip_Ability_item_light_life_ice_regen"         "+$hp_regen"
        "DOTA_Tooltip_Ability_item_light_life_ice_damage"         "+$damage"
        "DOTA_Tooltip_Ability_item_light_life_ice_speed"         "+$move_speed"
	//2
        "DOTA_Tooltip_Ability_item_light_life_ice_2"         "Life Stone"
        "DOTA_Tooltip_Ability_item_light_life_ice_2_Description"         ""
        "DOTA_Tooltip_Ability_item_light_life_ice_2_hp"         "+$health"
        "DOTA_Tooltip_Ability_item_light_life_ice_2_regen"         "+$hp_regen"
        "DOTA_Tooltip_Ability_item_light_life_ice_2_damage"         "+$damage"
        "DOTA_Tooltip_Ability_item_light_life_ice_2_speed"         "+$move_speed"
	//3	
        "DOTA_Tooltip_Ability_item_light_life_ice_3"         "Life Stone"
        "DOTA_Tooltip_Ability_item_light_life_ice_3_Description"         ""
        "DOTA_Tooltip_Ability_item_light_life_ice_3_hp"         "+$health"
        "DOTA_Tooltip_Ability_item_light_life_ice_3_regen"         "+$hp_regen"
        "DOTA_Tooltip_Ability_item_light_life_ice_3_damage"         "+$damage"
        "DOTA_Tooltip_Ability_item_light_life_ice_3_speed"         "+$move_speed"

//VOID TALISMAN
	//1
        "DOTA_Tooltip_Ability_item_energy_fire_void"         "Void Talisman"
        "DOTA_Tooltip_Ability_item_energy_fire_void_Description"         "<h1>Passive: Root</h1>Attacks immobilize enemies for %duration% sec."
        "DOTA_Tooltip_Ability_item_energy_fire_void_mana_regen"         "+$mana_regen"
        "DOTA_Tooltip_Ability_item_energy_fire_void_int"         "+$int"
        "DOTA_Tooltip_Ability_item_energy_fire_void_damage"         "+$damage"
	//2
        "DOTA_Tooltip_Ability_item_energy_fire_void_2"         "Void Talisman"
        "DOTA_Tooltip_Ability_item_energy_fire_void_2_Description"         "<h1>Passive: Root</h1>Attacks immobilize enemies for %duration% sec."
        "DOTA_Tooltip_Ability_item_energy_fire_void_2_mana_regen"         "+$mana_regen"
        "DOTA_Tooltip_Ability_item_energy_fire_void_2_int"         "+$int"
        "DOTA_Tooltip_Ability_item_energy_fire_void_2_damage"         "+$damage"
	//3	
        "DOTA_Tooltip_Ability_item_energy_fire_void_3"         "Void Talisman"
        "DOTA_Tooltip_Ability_item_energy_fire_void_3_Description"         "<h1>Passive: Root</h1>Attacks immobilize enemies for %duration% sec."
        "DOTA_Tooltip_Ability_item_energy_fire_void_3_mana_regen"         "+$mana_regen"
        "DOTA_Tooltip_Ability_item_energy_fire_void_3_int"         "+$int"
        "DOTA_Tooltip_Ability_item_energy_fire_void_3_damage"         "+$damage"
		
//RING OF WATER
	//1
        "DOTA_Tooltip_Ability_item_energy_shadow_water"         "Ring Of Water"
        "DOTA_Tooltip_Ability_item_energy_shadow_water_Description"         ""
        "DOTA_Tooltip_Ability_item_energy_shadow_water_attack_speed"         "+$attack"
        "DOTA_Tooltip_Ability_item_energy_shadow_water_int"         "+$int"
        "DOTA_Tooltip_Ability_item_energy_shadow_water_agil"         "+$agi"
        "DOTA_Tooltip_Ability_item_energy_shadow_water_miss"         "%+$evasion"
	//2
        "DOTA_Tooltip_Ability_item_energy_shadow_water_2"         "Ring Of Water"
        "DOTA_Tooltip_Ability_item_energy_shadow_water_2_Description"         ""
        "DOTA_Tooltip_Ability_item_energy_shadow_water_2_attack_speed"         "+$attack"
        "DOTA_Tooltip_Ability_item_energy_shadow_water_2_int"         "+$int"
        "DOTA_Tooltip_Ability_item_energy_shadow_water_2_agil"         "+$agi"
        "DOTA_Tooltip_Ability_item_energy_shadow_water_2_miss"         "%+$evasion"
	//3
        "DOTA_Tooltip_Ability_item_energy_shadow_water_3"         "Ring Of Water"
        "DOTA_Tooltip_Ability_item_energy_shadow_water_3_Description"         ""
        "DOTA_Tooltip_Ability_item_energy_shadow_water_3_attack_speed"         "+$attack"
        "DOTA_Tooltip_Ability_item_energy_shadow_water_3_int"         "+$int"
        "DOTA_Tooltip_Ability_item_energy_shadow_water_3_agil"         "+$agi"
        "DOTA_Tooltip_Ability_item_energy_shadow_water_3_miss"         "%+$evasion"

//ENERGY SHIELD
	//1
        "DOTA_Tooltip_Ability_item_energy_earth_water"         "Energy Shield"
        "DOTA_Tooltip_Ability_item_energy_earth_water_Description"         "<h1>Active: Energy Absorption</h1>Creates a shield that absorbs up to %damage_absorb% of the damage received.<br>Duration: %duration% sec."
        "DOTA_Tooltip_Ability_item_energy_earth_water_all_stats"         "+$all"
        "DOTA_Tooltip_modifier_item_energy_earth_water_shield"         "Energy Absorb"
	//2
        "DOTA_Tooltip_Ability_item_energy_earth_water_2"         "Energy Shield"
        "DOTA_Tooltip_Ability_item_energy_earth_water_2_Description"         "<h1>Active: Energy Absorption</h1>Creates a shield that absorbs up to %damage_absorb% of the damage received.<br>Duration: %duration% sec."
        "DOTA_Tooltip_Ability_item_energy_earth_water_2_all_stats"         "+$all"
	//3
        "DOTA_Tooltip_Ability_item_energy_earth_water_3"         "Energy Shield"
        "DOTA_Tooltip_Ability_item_energy_earth_water_3_Description"         "<h1>Active: Energy Absorption</h1>Creates a shield that absorbs up to %damage_absorb% of the damage received.<br>Duration: %duration% sec."
        "DOTA_Tooltip_Ability_item_energy_earth_water_3_all_stats"         "+$all"

//ENERGY AXE
	//1
        "DOTA_Tooltip_Ability_item_energy_void_ice"         "Energy Axe"
        "DOTA_Tooltip_Ability_item_energy_void_ice_Description"         "<h1>Passive: Cooldown Reduction</h1>Reduces the cooldown time of all spells and items by %cooldown%%%."
        "DOTA_Tooltip_Ability_item_energy_void_ice_mana"         "+$mana"
        "DOTA_Tooltip_Ability_item_energy_void_ice_mana_regen"         "+$mana_regen"
	//2
        "DOTA_Tooltip_Ability_item_energy_void_ice_2"         "Energy Axe"
        "DOTA_Tooltip_Ability_item_energy_void_ice_2_Description"         "<h1>Passive: Cooldown Reduction</h1>Reduces the cooldown time of all spells and items by %cooldown%%%."
        "DOTA_Tooltip_Ability_item_energy_void_ice_2_mana"         "+$mana"
        "DOTA_Tooltip_Ability_item_energy_void_ice_2_mana_regen"         "+$mana_regen"
	//3
        "DOTA_Tooltip_Ability_item_energy_void_ice_3"         "Energy Axe"
        "DOTA_Tooltip_Ability_item_energy_void_ice_3_Description"         "<h1>Passive: Cooldown Reduction</h1>Reduces the cooldown time of all spells and items by %cooldown%%%."
        "DOTA_Tooltip_Ability_item_energy_void_ice_3_mana"         "+$mana"
        "DOTA_Tooltip_Ability_item_energy_void_ice_3_mana_regen"         "+$mana_regen"

//SHIELD OF LIGHT
	//1
        "DOTA_Tooltip_Ability_item_energy_light_air"         "Shield Of Light"
        "DOTA_Tooltip_Ability_item_energy_light_air_Description"         "<h1>Passive: Shield Of Light Aura</h1>+ %hp% Health<br>+ %int% Intellegence<br>Radius: %aura_radius%"
        "DOTA_Tooltip_modifier_item_energy_light_air_aura"         "Shield Of Light Aura"
        "DOTA_Tooltip_modifier_item_energy_light_air_aura_Description"         "Health increased by 100. Intelligence increased by 5."
	//2
        "DOTA_Tooltip_Ability_item_energy_light_air_2"         "Shield Of Light"
        "DOTA_Tooltip_Ability_item_energy_light_air_2_Description"         "<h1>Passive: Shield Of Light Aura</h1>+ %hp% Health<br>+ %int% Intellegence<br>Radius: %aura_radius%"
        "DOTA_Tooltip_modifier_item_energy_light_air_aura_2"         "Shield Of Light Aura"
        "DOTA_Tooltip_modifier_item_energy_light_air_aura_2_Description"         "Health increased by 200. Intelligence increased by 10."
	//3
        "DOTA_Tooltip_Ability_item_energy_light_air_3"         "Shield Of Light"
        "DOTA_Tooltip_Ability_item_energy_light_air_3_Description"         "<h1>Passive: Shield Of Light Aura</h1>+ %hp% Health<br>+ %int% Intellegence<br>Radius: %aura_radius%"
        "DOTA_Tooltip_modifier_item_energy_light_air_aura_3"         "Shield Of Light Aura"
        "DOTA_Tooltip_modifier_item_energy_light_air_aura_3_Description"         "Health increased by 400. Intelligence increased by 20."

//FIRE BLADES
	//1
        "DOTA_Tooltip_Ability_item_energy_life_fire"         "Fire Blades"
        "DOTA_Tooltip_Ability_item_energy_life_fire_Description"         "<h1>Passive: Corruption</h1>Attacks reduce the target's armor by %min_armor%. The effect lasts %duration% sec."
        "DOTA_Tooltip_Ability_item_energy_life_fire_magic_res"         "%+$spell_resist"
        "DOTA_Tooltip_Ability_item_energy_life_fire_damage_per"         "%+$damage"
        "DOTA_Tooltip_modifier_item_energy_life_fire_minarmor"         "Armor reduction from Fire Blades"
        "DOTA_Tooltip_modifier_item_energy_life_fire_minarmor_Description"         "Armor reduced by 2"
	//2
        "DOTA_Tooltip_Ability_item_energy_life_fire_2"         "Fire Blades"
        "DOTA_Tooltip_Ability_item_energy_life_fire_2_Description"         "<h1>Passive: Corruption</h1>Attacks reduce the target's armor by %min_armor%. The effect lasts %duration% sec."
        "DOTA_Tooltip_Ability_item_energy_life_fire_2_magic_res"         "%+$spell_resist"
        "DOTA_Tooltip_Ability_item_energy_life_fire_2_damage_per"         "%+$damage"
        "DOTA_Tooltip_modifier_item_energy_life_fire_minarmor_2"         "Снижение брони от Fire Blades"
        "DOTA_Tooltip_modifier_item_energy_life_fire_minarmor_2_Description"         "Armor reduced by 4"
	//3
        "DOTA_Tooltip_Ability_item_energy_life_fire_3"         "Fire Blades"
        "DOTA_Tooltip_Ability_item_energy_life_fire_3_Description"         "<h1>Passive: Corruption</h1>Attacks reduce the target's armor by %min_armor%. The effect lasts %duration% sec."
        "DOTA_Tooltip_Ability_item_energy_life_fire_3_magic_res"         "%+$spell_resist"
        "DOTA_Tooltip_Ability_item_energy_life_fire_3_damage_per"         "%+$damage"
        "DOTA_Tooltip_modifier_item_energy_life_fire_minarmor_3"         "Armor reduction from Fire Blades"
        "DOTA_Tooltip_modifier_item_energy_life_fire_minarmor_3_Description"         "Armor reduced by 6"

//FIRE HAMMER
	//1
        "DOTA_Tooltip_Ability_item_fire_earth_water"         "Fire Hammer"
        "DOTA_Tooltip_Ability_item_fire_earth_water_Description"         "<h1>Passive: Pierce</h1>Grants each attack a %bonus_chance%%% chance to deal %bonus_chance_damage% bonus damage."
        "DOTA_Tooltip_Ability_item_fire_earth_water_agil"         "+$agi"
        "DOTA_Tooltip_Ability_item_fire_earth_water_str_agil"         "+$str"
        "DOTA_Tooltip_Ability_item_fire_earth_water_damage"         "+$damage"
	//2
        "DOTA_Tooltip_Ability_item_fire_earth_water_2"         "Fire Hammer"
        "DOTA_Tooltip_Ability_item_fire_earth_water_2_Description"         "<h1>Passive: Pierce</h1>Grants each attack a %bonus_chance%%% chance to deal %bonus_chance_damage% bonus damage."
        "DOTA_Tooltip_Ability_item_fire_earth_water_2_agil"         "+$agi"
        "DOTA_Tooltip_Ability_item_fire_earth_water_2_str_agil"         "+$str"
        "DOTA_Tooltip_Ability_item_fire_earth_water_2_damage"         "+$damage"
	//3
        "DOTA_Tooltip_Ability_item_fire_earth_water_3"         "Fire Hammer"
        "DOTA_Tooltip_Ability_item_fire_earth_water_3_Description"         "<h1>Passive: Pierce</h1>Grants each attack a %bonus_chance%%% chance to deal %bonus_chance_damage% bonus damage."
        "DOTA_Tooltip_Ability_item_fire_earth_water_3_agil"         "+$agi"
        "DOTA_Tooltip_Ability_item_fire_earth_water_3_str_agil"         "+$str"
        "DOTA_Tooltip_Ability_item_fire_earth_water_3_damage"         "+$damage"

//WATER BLADES
	//1
        "DOTA_Tooltip_Ability_item_water_life_shadow"         "Water Blades"
        "DOTA_Tooltip_Ability_item_water_life_shadow_Description"         "<h1>Passive: Reflection</h1>%otrash%%% of taken damage returns to the attacker."
        "DOTA_Tooltip_Ability_item_water_life_shadow_attack_speed"         "+$attack"
        "DOTA_Tooltip_Ability_item_water_life_shadow_agil"         "+$agi"
        "DOTA_Tooltip_Ability_item_water_life_shadow_hp_regen"         "+$hp_regen"
	//2
        "DOTA_Tooltip_Ability_item_water_life_shadow_2"         "Water Blades"
        "DOTA_Tooltip_Ability_item_water_life_shadow_2_Description"         "<h1>Passive: Reflection</h1>%otrash%%% of taken damage returns to the attacker."
        "DOTA_Tooltip_Ability_item_water_life_shadow_2_attack_speed"         "+$attack"
        "DOTA_Tooltip_Ability_item_water_life_shadow_2_agil"         "+$agi"
        "DOTA_Tooltip_Ability_item_water_life_shadow_2_hp_regen"         "+$hp_regen"
	//3
        "DOTA_Tooltip_Ability_item_water_life_shadow_3"         "Water Blades"
        "DOTA_Tooltip_Ability_item_water_life_shadow_3_Description"         "<h1>Passive: Reflection</h1>%otrash%%% of taken damage returns to the attacker."
        "DOTA_Tooltip_Ability_item_water_life_shadow_3_attack_speed"         "+$attack"
        "DOTA_Tooltip_Ability_item_water_life_shadow_3_agil"         "+$agi"
        "DOTA_Tooltip_Ability_item_water_life_shadow_3_hp_regen"         "+$hp_regen"

//STAFF OF LIGHT
	//1
        "DOTA_Tooltip_Ability_item_light_water_void"         "Staff Of Light"
        "DOTA_Tooltip_Ability_item_light_water_void_Description"         "<h1>Passive: Spirit</h1> - Ranged heroes only - Summons a spirit that attacks enemies within 750 radius.<br>Spirit's damage equal to white damage of the summoner."
        "DOTA_Tooltip_Ability_item_light_water_void_hp"         "+$health"
        "DOTA_Tooltip_Ability_item_light_water_void_agil"         "+$agi"
        "DOTA_Tooltip_Ability_item_light_water_void_mana_regen"         "+$mana_regen"
	//2
        "DOTA_Tooltip_Ability_item_light_water_void_2"         "Staff Of Light"
        "DOTA_Tooltip_Ability_item_light_water_void_2_Description"         "<h1>Passive: Spirit</h1> - Ranged heroes only - Summons a spirit that attacks enemies within 750 radius.<br>Spirit's damage equal to white damage of the summoner."
        "DOTA_Tooltip_Ability_item_light_water_void_2_hp"         "+$health"
        "DOTA_Tooltip_Ability_item_light_water_void_2_agil"         "+$agi"
        "DOTA_Tooltip_Ability_item_light_water_void_2_mana_regen"         "+$mana_regen"
	//3
        "DOTA_Tooltip_Ability_item_light_water_void_3"         "Staff Of Light"
        "DOTA_Tooltip_Ability_item_light_water_void_3_Description"         "<h1>Passive: Spirit</h1> - Ranged heroes only - Summons a spirit that attacks enemies within 750 radius.<br>Spirit's damage equal to white damage of the summoner."
        "DOTA_Tooltip_Ability_item_light_water_void_3_hp"         "+$health"
        "DOTA_Tooltip_Ability_item_light_water_void_3_agil"         "+$agi"
        "DOTA_Tooltip_Ability_item_light_water_void_3_mana_regen"         "+$mana_regen"

//ICE SHIELD
	//1
        "DOTA_Tooltip_Ability_item_ice_air_water"         "Ice Shield"
        "DOTA_Tooltip_Ability_item_ice_air_water_Description"         "<h1>Passive: Ice Shield Slow</h1>Slows attacking enemies by %slow_attack_speed% attack speed and %slow_movement_speed%%% movement speed.\n<h1>Passive: Ice Shield Aura</h1>+ %armor% armor<br>+ %mana% mana<br>Radius: %aura_radius%"
        "DOTA_Tooltip_modifier_item_ice_air_water_aura"         "Ice Shield Aura"
        "DOTA_Tooltip_modifier_item_ice_air_water_aura_Description"         "Armor increased by 5. Mana increased by 100"
        "DOTA_Tooltip_modifier_item_ice_air_water_slow"         "Ice Shield Slow"
        "DOTA_Tooltip_modifier_item_ice_air_water_slow_Description"         "Attack speed reduced by 20 and movement speed reduced by 30%%"
	//2
        "DOTA_Tooltip_Ability_item_ice_air_water_2"         "Ice Shield"
        "DOTA_Tooltip_Ability_item_ice_air_water_2_Description"         "<h1>Passive: Ice Shield Slow</h1>Slows attacking enemies by %slow_attack_speed% attack speed and %slow_movement_speed%%% movement speed.\n<h1>Passive: Ice Shield Aura</h1>+ %armor% armor<br>+ %mana% mana<br>Radius: %aura_radius%"
        "DOTA_Tooltip_modifier_item_ice_air_water_aura_2"         "Ice Shield Aura"
        "DOTA_Tooltip_modifier_item_ice_air_water_aura_2_Description"         "Armor increased by 10. Mana increased by 250"
        "DOTA_Tooltip_modifier_item_ice_air_water_slow_2"         "Ice Shield Slow"
        "DOTA_Tooltip_modifier_item_ice_air_water_slow_2_Description"         "Attack speed reduced by 30 and movement speed reduced by 30%%"
	//3
        "DOTA_Tooltip_Ability_item_ice_air_water_3"         "Ice Shield"
        "DOTA_Tooltip_Ability_item_ice_air_water_3_Description"         "<h1>Passive: Ice Shield Slow</h1>Slows attacking enemies by %slow_attack_speed% attack speed and %slow_movement_speed%%% movement speed.\n<h1>Passive: Ice Shield Aura</h1>+ %armor% armor<br>+ %mana% mana<br>Radius: %aura_radius%"
        "DOTA_Tooltip_modifier_item_ice_air_water_aura_3"         "Ice Shield Aura"
        "DOTA_Tooltip_modifier_item_ice_air_water_aura_3_Description"         "Armor increased by 15. Mana increased by 400"
        "DOTA_Tooltip_modifier_item_ice_air_water_slow_3"         "Ice Shield Slow"
        "DOTA_Tooltip_modifier_item_ice_air_water_slow_3_Description"         "Attack speed reduced by 50 and movement speed reduced by 30%%"

//ICE SWORD
	//1
        "DOTA_Tooltip_Ability_item_shadow_light_ice"         "Ice Sword"
        "DOTA_Tooltip_Ability_item_shadow_light_ice_Description"         "<h1>Active: Ice</h1>Deal %adamage% damage."
        "DOTA_Tooltip_Ability_item_shadow_light_ice_int"         "+$int"
        "DOTA_Tooltip_Ability_item_shadow_light_ice_mana"         "+$mana"
        "DOTA_Tooltip_Ability_item_shadow_light_ice_hp"         "+$health"
	//2
        "DOTA_Tooltip_Ability_item_shadow_light_ice_2"         "Ice Sword"
        "DOTA_Tooltip_Ability_item_shadow_light_ice_2_Description"         "<h1>Active: Ice</h1>Deal %adamage% damage."
        "DOTA_Tooltip_Ability_item_shadow_light_ice_2_int"         "+$int"
        "DOTA_Tooltip_Ability_item_shadow_light_ice_2_mana"         "+$mana"
        "DOTA_Tooltip_Ability_item_shadow_light_ice_2_hp"         "+$health"
	//3
        "DOTA_Tooltip_Ability_item_shadow_light_ice_3"         "Ice Sword"
        "DOTA_Tooltip_Ability_item_shadow_light_ice_3_Description"         "<h1>Active: Ice</h1>Deal %adamage% damage."
